timestamp,date,time,stock,price,change_pct,ce_flow,pe_flow,net_flow,sector,rank,in_top_10,alerted,alert_type,ce_pe_ratio
2026-01-12 11:27:18,2026-01-12,11:27:18,UNOMINDA,1208.10,-3.63,1213850.0,957000.0,256850.0,NIFTY AUTO,142,False,False,,1.27
2026-01-12 11:40:41,2026-01-12,11:40:41,ABB,4971.50,-2.42,802125.0,679875.0,122250.0,NIFTY ENERGY,164,False,False,,1.18
2026-01-12 11:40:41,2026-01-12,11:40:41,ADANIENSOL,930.80,-3.14,2732400.0,2587275.0,145125.0,NIFTY ENERGY,163,False,False,,1.06
2026-01-12 11:40:41,2026-01-12,11:40:41,ADANIGREEN,924.40,-2.43,4309200.0,2926800.0,1382400.0,NIFTY INFRASTRUCTURE,98,False,False,,1.47
2026-01-12 11:40:41,2026-01-12,11:40:41,ADANIPORTS,1407.30,-2.11,5531850.0,3686000.0,1845850.0,NIFTY INFRASTRUCTURE,81,False,False,,1.50
2026-01-12 11:40:41,2026-01-12,11:40:41,AMBER,6153.50,-3.12,428900.0,410800.0,18100.0,NIFTY CONSUMER DURABLES,183,False,False,,1.04
2026-01-12 11:40:41,2026-01-12,11:40:41,APLAPOLLO,1854.00,-2.17,661150.0,624400.0,36750.0,NIFTY METAL,178,False,False,,1.06
2026-01-12 11:40:41,2026-01-12,11:40:41,AUROPHARMA,1175.10,-2.11,1735250.0,1053250.0,682000.0,NIFTY PHARMA,118,False,False,,1.65
2026-01-12 11:40:41,2026-01-12,11:40:41,BHEL,259.60,-5.74,109617375.0,90583500.0,19033875.0,NIFTY ENERGY,14,False,False,,1.21
2026-01-12 11:40:41,2026-01-12,11:40:41,BOSCHLTD,37135.00,-2.70,65975.0,36800.0,29175.0,NIFTY AUTO,180,False,False,,1.79
2026-01-12 11:40:41,2026-01-12,11:40:41,BSE,2752.00,2.74,22542000.0,12718875.0,9823125.0,NIFTY FINANCIAL SERVICES,32,False,True,BULLISH,1.77
2026-01-12 11:40:41,2026-01-12,11:40:41,CAMS,710.00,-2.43,2415750.0,3902250.0,-1486500.0,NIFTY FINANCIAL SERVICES,95,False,True,BEARISH,0.62
2026-01-12 11:40:41,2026-01-12,11:40:41,CGPOWER,583.75,-2.24,7458750.0,3732350.0,3726400.0,NIFTY INFRASTRUCTURE,61,False,False,,2.00
2026-01-12 11:40:41,2026-01-12,11:40:41,COALINDIA,430.60,2.62,83284200.0,27255150.0,56029050.0,NIFTY ENERGY,5,True,True,BULLISH,3.06
2026-01-12 11:40:41,2026-01-12,11:40:41,CUMMINSIND,3952.00,-4.30,2540600.0,3560200.0,-1019600.0,NIFTY INFRASTRUCTURE,108,False,True,BEARISH,0.71
2026-01-12 11:40:41,2026-01-12,11:40:41,DELHIVERY,385.20,-5.23,6897300.0,8235675.0,-1338375.0,NIFTY INDIA CONSUMPTION,100,False,True,BEARISH,0.84
2026-01-12 11:40:41,2026-01-12,11:40:41,DIVISLAB,6404.50,-3.36,2455500.0,4493000.0,-2037500.0,NIFTY PHARMA,78,False,True,BEARISH,0.55
2026-01-12 11:40:41,2026-01-12,11:40:41,EICHERMOT,7353.00,-2.21,1127400.0,1700700.0,-573300.0,NIFTY INDIA CONSUMPTION,126,False,True,BEARISH,0.66
2026-01-12 11:40:41,2026-01-12,11:40:41,ETERNAL,279.65,-2.17,36758150.0,22826525.0,13931625.0,NIFTY INDIA CONSUMPTION,21,False,False,,1.61
2026-01-12 11:40:41,2026-01-12,11:40:41,FORTIS,882.90,-2.62,2520300.0,1596500.0,923800.0,NIFTY HEALTHCARE INDEX,112,False,False,,1.58
2026-01-12 11:40:41,2026-01-12,11:40:41,GMRAIRPORT,98.14,-2.15,34616925.0,19753200.0,14863725.0,N/A,18,False,False,,1.75
2026-01-12 11:40:41,2026-01-12,11:40:41,GODREJPROP,1922.50,-3.88,4389550.0,5917175.0,-1527625.0,NIFTY REALTY,92,False,True,BEARISH,0.74
2026-01-12 11:40:41,2026-01-12,11:40:41,HDFCAMC,2478.30,-2.19,1685700.0,1027200.0,658500.0,NIFTY FINANCIAL SERVICES,121,False,False,,1.64
2026-01-12 11:40:41,2026-01-12,11:40:41,HEROMOTOCO,5654.00,-2.45,2572650.0,2189100.0,383550.0,NIFTY INDIA CONSUMPTION,135,False,False,,1.18
2026-01-12 11:40:41,2026-01-12,11:40:41,HINDZINC,624.35,2.50,46106550.0,21420350.0,24686200.0,NIFTY METAL,9,True,True,BULLISH,2.15
2026-01-12 11:40:41,2026-01-12,11:40:41,IDEA,11.04,-2.21,1198778700.0,370883775.0,827894925.0,NIFTY TELECOM (Not Listed),1,True,False,,3.23
2026-01-12 11:40:41,2026-01-12,11:40:41,IDFCFIRSTB,84.32,-2.31,69117300.0,47191200.0,21926100.0,NIFTY BANK,12,False,False,,1.46
2026-01-12 11:40:41,2026-01-12,11:40:41,IIFL,636.45,-2.06,6035700.0,3420450.0,2615250.0,N/A,73,False,False,,1.76
2026-01-12 11:40:41,2026-01-12,11:40:41,INDIANB,818.75,-2.10,2460000.0,1319000.0,1141000.0,NIFTY PSU BANK,104,False,False,,1.87
2026-01-12 11:40:41,2026-01-12,11:40:41,INOXWIND,110.73,-2.84,14160575.0,4754750.0,9405825.0,NIFTY ENERGY,34,False,False,,2.98
2026-01-12 11:40:41,2026-01-12,11:40:41,JIOFIN,281.90,-2.03,38335550.0,28996650.0,9338900.0,NIFTY FINANCIAL SERVICES,35,False,False,,1.32
2026-01-12 11:40:41,2026-01-12,11:40:41,KALYANKJIL,493.40,-2.80,7306150.0,3924500.0,3381650.0,NIFTY CONSUMER DURABLES,63,False,False,,1.86
2026-01-12 11:40:41,2026-01-12,11:40:41,KPITTECH,1151.90,-2.48,898875.0,244375.0,654500.0,NIFTY IT,122,False,False,,3.68
2026-01-12 11:40:41,2026-01-12,11:40:41,LAURUSLABS,1034.50,-4.83,13805700.0,14283400.0,-477700.0,NIFTY PHARMA,133,False,True,BEARISH,0.97
2026-01-12 11:40:41,2026-01-12,11:40:41,LICHSGFIN,515.20,-2.84,4756000.0,2944000.0,1812000.0,NIFTY FINANCIAL SERVICES,82,False,False,,1.62
2026-01-12 11:40:41,2026-01-12,11:40:41,MANAPPURAM,293.70,2.10,43221000.0,31335000.0,11886000.0,N/A,26,False,True,BULLISH,1.38
2026-01-12 11:40:41,2026-01-12,11:40:41,MOTHERSON,113.38,-2.17,19636950.0,12484500.0,7152450.0,NIFTY AUTO,42,False,False,,1.57
2026-01-12 11:40:41,2026-01-12,11:40:41,NBCC,104.22,-4.73,41892500.0,21391500.0,20501000.0,N/A,13,False,False,,1.96
2026-01-12 11:40:41,2026-01-12,11:40:41,PAYTM,1257.10,-2.67,5272925.0,3466225.0,1806700.0,NIFTY FINANCIAL SERVICES,85,False,False,,1.52
2026-01-12 11:40:41,2026-01-12,11:40:41,POWERINDIA,16975.00,-5.28,441650.0,288350.0,153300.0,NIFTY ENERGY,160,False,False,,1.53
2026-01-12 11:40:41,2026-01-12,11:40:41,PPLPHARMA,164.60,-2.45,4748625.0,2989875.0,1758750.0,NIFTY PHARMA,88,False,False,,1.59
2026-01-12 11:40:41,2026-01-12,11:40:41,PRESTIGE,1519.70,-2.95,1189350.0,1352250.0,-162900.0,NIFTY REALTY,159,False,True,BEARISH,0.88
2026-01-12 11:40:41,2026-01-12,11:40:41,RVNL,323.00,-2.68,16860400.0,9407725.0,7452675.0,NIFTY INFRASTRUCTURE,39,False,False,,1.79
2026-01-12 11:40:41,2026-01-12,11:40:41,SAMMAANCAP,141.30,-2.48,236500.0,275200.0,-38700.0,NIFTY FINANCIAL SERVICES,177,False,True,BEARISH,0.86
2026-01-12 11:40:41,2026-01-12,11:40:41,SONACOMS,449.05,-2.45,840350.0,757050.0,83300.0,NIFTY AUTO,169,False,False,,1.11
2026-01-12 11:40:41,2026-01-12,11:40:41,SUZLON,48.21,-2.31,79077050.0,39105325.0,39971725.0,NIFTY INFRASTRUCTURE,6,True,False,,2.02
2026-01-12 11:40:41,2026-01-12,11:40:41,TIINDIA,2371.60,-3.42,857000.0,1138000.0,-281000.0,NIFTY AUTO,140,False,True,BEARISH,0.75
2026-01-12 11:40:41,2026-01-12,11:40:41,TVSMOTOR,3674.90,-2.63,1145025.0,1074850.0,70175.0,NIFTY INDIA CONSUMPTION,172,False,False,,1.07
2026-01-12 11:40:41,2026-01-12,11:40:41,UNOMINDA,1206.00,-3.80,1288650.0,1042250.0,246400.0,NIFTY AUTO,149,False,False,,1.24
